date,date_label,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
2016-01-04,2016-01-04,0.010745049173361146,0.01648167045830801,0.02105294527826281,0.023357741427671913,0.025922504075413563,0.02848726672315517,0.027375836507776752,0.026264406292398384,0.02626440629239829,0.028113335144922105,0.029962263997445948,0.029962263997445875,0.029962263997445948,0.029962263997445948,0.029962263997445948,0.029962263997445726,0.029962263997445948,0.029962263997445948,0.029962263997445948,0.032970510624289254,0.03597875725113253,0.03597875725113261,0.03597875725113253,0.03597875725113253,0.03597875725113253,0.03597875725113253,0.03597875725113253,0.03597875725113253,0.03597875725113261,0.03597875725113253
2016-01-05,2016-01-05,0.011290767157268195,0.016281966578562783,0.020929010826849982,0.02320968832583925,0.025848477524497235,0.02848726672315517,0.02753884366392082,0.02659042060468651,0.026590420604686433,0.028519681157715374,0.03044894171074423,0.030448941710744304,0.030448941710744193,0.030448941710744193,0.030448941710744304,0.030448941710744082,0.030448941710744304,0.03044894171074412,0.030448941710744304,0.03335852289385623,0.036268104076967976,0.036268104076968045,0.0362681040769679,0.0362681040769679,0.036268104076967754,0.036268104076967976,0.03626810407696812,0.036268104076968045,0.03626810407696782,0.03626810407696812
2016-01-06,2016-01-06,0.010845648683928694,0.015443093453887342,0.019996336972709958,0.022131464385153052,0.024920466452853215,0.027709468520553393,0.026923412872472925,0.026137357224392477,0.02613735722439246,0.027856065766445944,0.029574774308499512,0.02957477430849953,0.02957477430849949,0.029574774308499457,0.02957477430849949,0.02957477430849942,0.029574774308499457,0.02957477430849949,0.02957477430849953,0.03268127339749532,0.03578777248649123,0.03578777248649123,0.03578777248649138,0.03578777248649123,0.03578777248649123,0.03578777248649138,0.03578777248649123,0.03578777248649138,0.03578777248649123,0.03578777248649123
2016-01-07,2016-01-07,0.010548644317969298,0.014900112016699572,0.0195051339306921,0.021740154077485783,0.024530248268277065,0.027320342459068354,0.02686029204541664,0.026400241631765003,0.02640024163176491,0.027792915132054764,0.029185588632344567,0.02918558863234459,0.02918558863234455,0.02918558863234459,0.029185588632344623,0.02918558863234444,0.02918558863234455,0.02918558863234466,0.02918558863234466,0.03248768927008192,0.035789789907819,0.035789789907819,0.03578978990781915,0.035789789907819,0.035789789907819,0.03578978990781915,0.035789789907819,0.03578978990781915,0.03578978990781915,0.03578978990781945
2016-01-08,2016-01-08,0.010300945769618436,0.014703052815891198,0.019062870679078414,0.02105221861038531,0.02416337034293866,0.027274522075492025,0.02669127137967699,0.02610802068386207,0.026108020683861994,0.02769614607127113,0.02928427145868029,0.02928427145868029,0.02928427145868029,0.02928427145868029,0.02928427145868029,0.029284271458680178,0.02928427145868029,0.02928427145868029,0.02928427145868029,0.032488787988905254,0.03569330451913033,0.03569330451913033,0.03569330451913033,0.03569330451913033,0.03569330451913033,0.03569330451913048,0.03569330451913041,0.03569330451913041,0.035693304519130185,0.03569330451913055
2016-01-11,2016-01-11,0.010101955536701604,0.01475273731933547,0.01918593245618988,0.021298342164608217,0.02467845496770215,0.028058567770796062,0.027392539499694574,0.026726511228593153,0.026726511228593097,0.028199578418206098,0.029672645607819126,0.029672645607819126,0.029672645607819053,0.029672645607819126,0.029672645607819053,0.029672645607818977,0.029672645607819053,0.029672645607819126,0.029672645607819053,0.03302161264204937,0.036370579676279435,0.03637057967627951,0.03637057967627951,0.03637057967627951,0.03637057967627966,0.03637057967627966,0.03637057967627958,0.03637057967627951,0.03637057967627966,0.03637057967627966
2016-01-12,2016-01-12,0.010002956057151548,0.014505954776007449,0.01876754844197514,0.020856370782207808,0.023796370058764536,0.02673636933532131,0.02660248716595447,0.026468604996587652,0.026468604996587652,0.027535268112916695,0.028601931229245852,0.028601931229245887,0.028601931229245814,0.028601931229245925,0.028601931229245852,0.028601931229245776,0.028601931229245814,0.028601931229245887,0.028601931229245814,0.03224620240684545,0.03589047358444497,0.035890473584444894,0.03589047358444497,0.035890473584444825,0.03589047358444497,0.03589047358444497,0.035890473584445116,0.035890473584444894,0.03589047358444475,0.03589047358444519
2016-01-13,2016-01-13,0.009755154160216127,0.014160530599720932,0.018250850991211723,0.020316258082126188,0.023503390979018733,0.026690523875911237,0.026270201819758865,0.025849879763606587,0.02584987976360653,0.02703150990114426,0.028213140038681972,0.02821314003868199,0.028213140038681916,0.02821314003868199,0.028213140038681916,0.028213140038681955,0.02821314003868199,0.028213140038681955,0.02821314003868199,0.03185882836211801,0.0355045166855541,0.035504516685553954,0.0355045166855541,0.0355045166855541,0.03550451668555402,0.03550451668555402,0.0355045166855541,0.035504516685554245,0.0355045166855541,0.03550451668555432
2016-01-14,2016-01-14,0.009556815778178608,0.01426079938033357,0.018398937648888364,0.02071082904948371,0.023921150826487134,0.027131472603490553,0.02658811288976189,0.026044753176033275,0.026044753176033258,0.02742127580397113,0.02879779843190905,0.028797798431909067,0.028797798431909067,0.028797798431909105,0.028797798431909105,0.028797798431908956,0.028797798431908994,0.028797798431909105,0.028797798431908994,0.032489915686604434,0.036182032941300145,0.03618203294130007,0.03618203294130007,0.03618203294130007,0.03618203294130007,0.036182032941300214,0.03618203294130007,0.036182032941300145,0.03618203294130007,0.03618203294130007
2016-01-15,2016-01-15,0.009061509529708604,0.01366912776146519,0.017710551674862875,0.020122970578278235,0.022991370184348346,0.025859769790418458,0.02572575933822996,0.025591748886041505,0.02559174888604145,0.02685459893669267,0.028117448987343863,0.028117448987343807,0.02811744898734388,0.028117448987343845,0.028117448987343807,0.028117448987343696,0.028117448987343845,0.028117448987343918,0.028117448987343845,0.031520307000242456,0.03492316501314111,0.03492316501314119,0.03492316501314104,0.03492316501314111,0.03492316501314119,0.03492316501314104,0.03492316501314119,0.03492316501314111,0.03492316501314104,0.03492316501314141
